"","空港i","空港j","航空会社","旅客数","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","エアライン参入数","鉄道ダミー","一便あたり座席数","一便あたり貨物","OD","DIS","Seat","Freq","MC","LF","observedprob","i","j","出発空港/駅","到着空港/駅","航空・鉄道会社","運賃（実績）","運賃（ベース）","運賃（反実仮想）","航空便数（実績）","航空便数（ベース）","航空便数（反実仮想）","シェア（実績）","シェア（ベース）","シェア（反実仮想）","需要（実績）","需要（ベース）","需要（反実仮想）"
"106","新大阪","東京","JR",21164000,150,14450,1,780,12.048303,0,1,0,0,25166092,NA,NA,NA,NA,NA,0.840972845525638,25,18,"新大阪","東京","JR",14450,14450,14450,1,1,1,0.840972845525638,0.908820189534042,0.90651465915395,21164000,22871452.5012712,22813431.3116169
"107","大阪","福岡","JAL",86430,70,21900,2,630,15.717997,3,0,144.375,881.760044642857,3054094,578,144.375,896,6358,69.2,0.0282997183452769,25,37,"大阪","福岡","JAL",10950,10151.8215532946,10268.8517121031,896,336.573859348208,329.219047806247,0.0282997183452769,0.0110102219685547,0.0107696266122466,86430,33626.2528528311,32891.4520187027
"108","大阪","福岡","ANA",286928,70,21900,7,615,15.717997,3,0,156.136557059961,1473.40618955513,3054094,578,156.136557059961,2585,6358,71.1,0.0939486472911443,25,37,"大阪","福岡","ANA",10950,10287.1108044183,10740.1377027896,2585,968.068122181372,855.33817968411,0.0939486472911443,0.0351882540541963,0.031090639676429,286928,107468.235577397,94953.7360919438
"109","大阪","福岡","JAC",37593,70,21900,2,30,15.717997,3,0,74,62.5281690140845,3054094,578,74,710,6358,71.6,0.0123090513913455,25,37,"大阪","福岡","JAC",10950,9958.11423745784,9958.43673673623,710,293.563476663988,297.474574598981,0.0123090513913455,0.00509289080413528,0.00516074255099954,37593,15554.1672475647,15761.3928605524
"110","関西","福岡","JAL",43976,70,21900,3,515,38.964426,2,0,62.2207207207207,121.347747747748,3054094,553,62.2207207207207,1110,6083,72,0.0143990329046847,25,37,"関西","福岡","JAL",10950,11152.5183133693,80860.2126550821,1110,280.020108920171,1,0.0143990329046847,0.00410746956550178,9.47847402700852e-12,43976,12544.5981551816,2.89481506550426e-05
"111","関西","福岡","ANA",62171,70,21900,4,410,38.964426,2,0,78.4483798040693,23.9005275056518,3054094,553,78.4483798040693,1327,6083,59.7,0.0203566098489437,25,37,"関西","福岡","ANA",10950,10183.9898149749,10847.1389830865,1327,512.994090589129,425.324169735731,0.0203566098489437,0.00786662181573329,0.00652222794332643,62171,24025.4024877001,19919.4972283456
"112","大阪","佐賀","ANA",20996,80,21900,2,275,64.841863,1,0,74,3.17198335644938,3054094,660,74,721,7260,39.4,0.00687470654144895,25,37,"大阪","佐賀","ANA",10950,11389.1916730682,59072.6618136448,721,193.191883854783,1,0.00687470654144895,0.00184431211536712,2.0508502728544e-09,20996,5632.70256567004,0.006263489513223
"113","新大阪","博多","JR",2516000,150,15310,1,780,7.008287,0,1,0,0,3054094,NA,NA,NA,NA,NA,0.823812233677156,25,37,"新大阪","博多","JR",15310,15310,15310,1,1,1,0.823812233677156,0.934890229676511,0.94645676115667,2516000,2855242.64111366,2890567.91550802
"114","大阪","那覇","JAL",140677,130,34200,1,415,16.142931,2,0,462.306074766355,9072.21728971963,993179,1304,462.306074766355,428,14344,71.1,0.141643147911907,25,46,"大阪","那覇","JAL",17100,20220.9038909667,20007.6928826631,428,412.236042235745,467.797416756774,0.141643147911907,0.136432435730571,0.154820865857473,140677,135501.830086453,153764.832731459
"115","大阪","那覇","ANA",156335,130,34200,1,0,16.142931,2,0,478.284037558685,8777.50234741784,993179,1304,478.284037558685,426,14344,76.7,0.157408684637915,25,46,"大阪","那覇","ANA",17100,20935.5724472511,21669.8621029359,426,330.641218118189,281.645851972174,0.157408684637915,0.122126726072551,0.104029636743537,156335,121293.69967401,103320.05059131
"116","関西","那覇","JAL",217810,130,34200,4,615,39.38936,2,0,224.600814663951,2764.37746096402,993179,1261,224.600814663951,1473,13871,65.8,0.219305885444618,25,46,"関西","那覇","JAL",17100,19487.5990060333,20040.9845816757,1473,1772.51572894546,1594.84860255705,0.219305885444618,0.263754446766985,0.237317166767707,217810,261955.377685587,235698.426373185
"117","関西","那覇","ANA",227843,130,34200,4,495,39.38936,2,0,243.927156549521,5183.34057507987,993179,1261,243.927156549521,1565,13871,59.7,0.229407790539268,25,46,"関西","那覇","ANA",17100,20423.1382976944,20557.1800342289,1565,1417.5166451889,1448.06346129224,0.229407790539268,0.207842866552413,0.212321782439938,227843,206425.170359659,210873.535561915
"118","神戸","那覇","ANA",157229,125,34200,3,520,30.259194,2,0,243.435546875,1714.3828125,993179,1308,243.435546875,1024,14388,63.1,0.158308824491859,25,46,"神戸","那覇","ANA",17100,20963.9986662166,20809.2234163926,1024,787.290547910663,877.737183661803,0.158308824491859,0.121764548692205,0.135753277265402,157229,120933.992705575,134827.304161174
"119","神戸","那覇","JTA",93285,125,34200,2,300,30.259194,2,0,204.304172274563,3142.57604306864,993179,1308,204.304172274563,743,14388,61.5,0.0939256669744326,25,46,"神戸","那覇","JTA",17100,18593.0245752471,18630.4986928886,743,1170.49234996525,1231.18553873693,0.0939256669744326,0.148078976185275,0.155757270925943,93285,147068.929488716,154694.850580957
"120","福岡","新千歳","JAL",120647,145,51100,2,405,43.668941,2,0,230.76817558299,3332.93141289438,233962,1614,230.76817558299,729,17754,71.7,0.515669211239432,37,8,"福岡","新千歳","JAL",25550,23405.2232236184,22106.1371428606,729,284.59914348532,198.09126335195,0.515669211239432,0.2012719877893,0.140092559135187,120647,47089.9968071602,32776.3353203867
"121","福岡","新千歳","ANA",104315,145,51100,1,60,43.668941,2,0,401.927419354839,4785.97043010753,233962,1614,401.927419354839,372,17754,69.8,0.445863003393713,37,8,"福岡","新千歳","ANA",25550,22551.4543397567,22504.6220962345,372,187.92040751575,89.5313360032055,0.445863003393713,0.225336569088001,0.107357600739219,104315,52720.1943769668,25117.5989841492
"122","博多","札幌","JR",9000,898,40480,1,0,2.412527,0,1,0,0,233962,NA,NA,NA,NA,NA,0.0384677853668544,37,8,"博多","札幌","JR",40480,40480,43950,1,1,1,0.0384677853668544,0.573391443122699,0.752549840125593,9000,134151.808815873,176068.065695464
"123","福岡","仙台","JAL",82099,105,43500,3,325,17.895864,2,0,146.116156282999,594.189017951426,113236,1256,146.116156282999,947,13816,59.3,0.725025610229962,37,12,"福岡","仙台","JAL",21750,21620.1885010897,25889.6332441564,947,792.782895264484,710.495030147926,0.725025610229962,0.606628324276834,0.543662599332274,82099,68692.1649278116,61562.1780979893
"124","福岡","仙台","ANA",31137,105,43500,2,335,17.895864,2,0,125.416494845361,281.259793814433,113236,1256,125.416494845361,485,13816,51.2,0.274974389770038,37,12,"福岡","仙台","ANA",21750,19848.1235321864,23265.0666934971,485,693.686089558147,804.722166145737,0.274974389770038,0.393371675723166,0.456337400667726,31137,44543.8350721884,51673.8219020107
"125","福岡","東京","JAL",1546302,100,36700,19,680,20.323949,3,0,386.968422605873,6056.001770695,5649674,1041,386.968422605873,6777,11451,59,0.273697562018623,37,18,"福岡","東京","JAL",18350,16532.7275022747,16410.7502634343,6777,6263.66619600239,6346.34225754475,0.273697562018623,0.253123668070423,0.25646472541677,1546302,1430066.2062821,1448942.09110426
"126","福岡","東京","ANA",1639873,100,36700,18,690,20.323949,3,0,415.274372172828,5046.00545936671,5649674,1041,415.274372172828,6411,11451,61.6,0.290259756580645,37,18,"福岡","東京","ANA",18350,16521.1876270507,16499.5566540822,6411,5949.67832474601,5847.84836997384,0.290259756580645,0.269392772301293,0.264782060205264,1639873,1521981.34145854,1495932.32120811
"127","福岡","東京","SKY",601398,100,21700,10,685,20.323949,3,0,198.681918412348,0,5649674,1041,198.681918412348,3628,5725.5,83.4,0.106448265864544,37,18,"福岡","東京","SKY",10850,401005.786571502,9338.96205159373,3628,1,308.55295537115,0.106448265864544,1.9214790677513e-50,0.00904962779259825,601398,1.08557303306187e-43,51127.4468495197
"128","福岡","成田","JAL",73111,120,36700,2,660,66.145079,2,0,147.213924050633,13.0189873417722,5649674,1107,147.213924050633,790,12177,62.9,0.0129407466696309,37,18,"福岡","成田","JAL",18350,17213.9208876793,17657.8949571305,790,594.145101161181,507.204656882478,0.0129407466696309,0.00973797525318508,0.0083130305835542,73111,55016.3856005632,46965.912749111
"129","福岡","成田","ANA",52552,120,36700,2,540,66.145079,2,0,122.790410958904,12.4054794520548,5649674,1107,122.790410958904,730,12177,58.6,0.009301775642276,37,18,"福岡","成田","ANA",18350,17515.3581186145,17619.5240087269,730,501.701159297944,474.68939542759,0.009301775642276,0.00638974879539055,0.00604572251111109,52552,36099.9976358493,34156.361282239
"130","北九州","東京","JAL",123165,100,36700,4,625,80.733392,2,0,164.141678129298,383.036451169188,5649674,958,164.141678129298,1454,10538,51.6,0.0218003729064721,37,18,"北九州","東京","JAL",18350,16169.0498598498,15497.8338151918,1454,1501.48062370159,1796.47691020055,0.0218003729064721,0.0225094515921716,0.0269318893685902,123165,127171.06341455,152156.3951366
"131","北九州","東京","SFJ",372587,100,29600,11,980,80.733392,2,0,144,683.425999470479,5649674,958,144,3777,8622,68.5,0.0659484069346302,37,18,"北九州","東京","SFJ",14800,12297.864454586,12295.6947618605,3777,1467.53804633468,1433.94819573333,0.0659484069346302,0.0256223550049884,0.0250358958812731,372587,144757.952890453,141444.650027136
"132","佐賀","東京","ANA",128686,110,36700,4,600,69.447815,1,0,164.929155313351,591.051771117166,5649674,1130,164.929155313351,1468,12430,53.2,0.0227775974330554,37,18,"佐賀","東京","ANA",18350,17669.9151034124,17866.9857969186,1468,961.323796447188,884.341815470139,0.0227775974330554,0.0149298474851311,0.0137342781677603,128686,84348.7711607104,77594.1942731632
"133","博多","東京","JR",1112000,300,22950,1,480,8.70507,0,1,0,0,5649674,NA,NA,NA,NA,NA,0.196825515950124,37,18,"博多","東京","JR",22950,22950,22950,1,1,1,0.196825515950124,0.398294181497417,0.389642770073079,1112000,2250232.28155724,2201354.62736985
"134","福岡","大阪","JAL",79190,70,21900,2,725,15.717997,3,0,144.727982162765,653.397993311037,3058865,578,144.727982162765,897,6358,71.05,0.0258886874706795,37,25,"福岡","大阪","JAL",10950,10155.5677886538,10781.7496961961,897,296.352364847966,249.073467414964,0.0258886874706795,0.00996241608542699,0.00837305118014126,79190,30473.6858791496,25612.0331981428
"135","福岡","大阪","ANA",286273,70,21900,7,675,15.717997,3,0,156.281673769857,1314.69817900039,3058865,578,156.281673769857,2581,6358,71,0.0935879811629477,37,25,"福岡","大阪","ANA",10950,10258.2078042413,10693.8510730073,2581,974.861168382707,867.983499368378,0.0935879811629477,0.035362980684843,0.0314860051035252,286273,108170.583912542,96311.4390009945
"136","福岡","大阪","JAC",38401,70,21900,2,495,15.717997,3,0,74,103.273115220484,3058865,578,74,703,6358,73.8,0.0125540028736149,37,25,"福岡","大阪","JAC",10950,9958.31925638974,9959.20553776566,703,290.959029520229,295.499620750353,0.0125540028736149,0.00519468970358572,0.00527575597106061,38401,15889.8545201587,16137.8252884183
"137","福岡","関西","JAL",46002,70,21900,3,725,38.964426,2,0,62.2648648648649,10.6945945945946,3058865,553,62.2648648648649,1110,6083,74.9,0.0150389114916807,37,25,"福岡","関西","JAL",10950,10303.7143314831,64026.1688072487,1110,363.991728664107,1,0.0150389114916807,0.00554952832246673,1.09074579343777e-09,46002,16975.2579521022,0.00333644413144401
"138","福岡","関西","ANA",68597,70,21900,4,640,38.964426,2,0,78.5941265060241,3.40888554216867,3058865,553,78.5941265060241,1328,6083,65.7,0.0224256382677889,37,25,"福岡","関西","ANA",10950,10274.403992205,10790.2040556636,1328,499.547301358179,434.117512477036,0.0224256382677889,0.00843279937353816,0.0073282867854659,68597,25794.7948557378,22416.2399580242
"139","佐賀","大阪","ANA",23402,80,21900,2,60,64.841863,1,0,74,35.8145048814505,3058865,660,74,717,7260,44.1,0.0076505501223493,37,25,"佐賀","大阪","ANA",10950,12145.9153215111,31661.5745644579,717,153.023941460474,1,0.0076505501223493,0.0016325608700028,4.82073854044349e-06,23402,4993.78330562112,14.7459883955137
"140","博多","新大阪","JR",2517000,150,15310,1,780,7.008287,0,1,0,0,3058865,NA,NA,NA,NA,NA,0.822854228610939,37,25,"博多","新大阪","JR",15310,15310,15310,1,1,1,0.822854228610939,0.933865024960137,0.947532079130521,2517000,2856567.03957469,2898372.71322958
"141","福岡","那覇","JAL",199883,100,27500,5,575,5.6347,4,0,192.205128205128,3303.68357883252,655254,1008,192.205128205128,1833,11088,56.7,0.305046592619045,37,46,"福岡","那覇","JAL",13750,16483.204671114,16831.3615270244,1833,2207.84212123471,2127.53787286522,0.305046592619045,0.367203120787046,0.353847106636342,199883,240611.313708195,231859.73201189
"142","福岡","那覇","ANA",373204,100,27500,8,540,5.6347,4,0,209.456828345373,3345.96388028896,655254,1008,209.456828345373,2907,11088,61.3,0.569556233155387,37,46,"福岡","那覇","ANA",13750,17788.4348335646,17995.7348109712,2907,2356.72716482351,2369.93637633058,0.569556233155387,0.461800740011416,0.464389085298042,373204,302596.78209544,304292.805697883
"143","福岡","那覇","JTA",35297,100,27500,1,0,5.6347,4,0,145.506849315069,1113.48767123288,655254,1008,145.506849315069,365,11088,66.5,0.0538676604797529,37,46,"福岡","那覇","JTA",13750,15065.329437573,15093.2148677184,365,674.424040230363,716.056999125929,0.0538676604797529,0.0995929150154178,0.105740898316414,35297,65258.6559355126,69287.1465854233
"144","福岡","那覇","SKY",46870,100,19800,2,70,5.6347,4,0,177,0,655254,1008,177,594,5544,44.6,0.0715295137458146,37,46,"福岡","那覇","SKY",9900,9401.36870467409,9420.03425639817,594,592.678780127839,631.0242419093,0.0715295137458146,0.07140322418612,0.0760229097492025,46870,46787.2482608519,49814.315704804
"145","那覇","東京","JAL",1285780,160,40800,11,550,20.748883,4,0,478.944839015152,6419.83972537879,2566015,1687,478.944839015152,4224,18557,63.6,0.501080469132098,46,18,"那覇","東京","JAL",20400,25309.2685418439,25320.6427399489,4224,4158.74842373319,4188.93671790854,0.501080469132098,0.493680612147935,0.497264232513894,1285780,1266791.85598078,1275987.47959414
"146","那覇","東京","ANA",1075612,160,40800,9,575,20.748883,4,0,457.463219026549,6569.33296460177,2566015,1687,457.463219026549,3616,18557,65,0.419176037552392,46,18,"那覇","東京","ANA",20400,25002.7243490564,25068.3858798192,3616,3910.78409612392,3874.96669106331,0.419176037552392,0.453183602977747,0.449033064294016,1075612,1162875.92299494,1152225.57847441
"147","那覇","東京","JTA",32881,160,40800,1,0,20.748883,4,0,149.688715953307,163.007782101167,2566015,1687,149.688715953307,257,18557,85.5,0.0128140326537452,46,18,"那覇","東京","JTA",20400,22256.4134037403,22257.0810038956,257,637.812019726034,644.527450491073,0.0128140326537452,0.0318118324428271,0.0321467746384455,32881,81629.6392257809,82489.1059238706
"148","那覇","東京","SKY",171742,160,24700,3,195,20.748883,4,0,192.24861878453,0,2566015,1687,192.24861878453,1086,9278.5,82.3,0.0669294606617654,46,18,"那覇","東京","SKY",12350,12938.6728064281,12938.1970736198,1086,345.830929808686,349.593108432724,0.0669294606617654,0.0213239524314907,0.0215559285536442,171742,54717.5817984916,55312.8360075792
"149","那覇","大阪","JAL",134550,130,34200,1,0,16.142931,2,0,462.777517564403,7449.3981264637,990790,1304,462.777517564403,427,14344,68.1,0.13580072467425,46,25,"那覇","大阪","JAL",17100,20562.5185298085,205800.158035039,427,377.037194150237,1,0.13580072467425,0.119928373640003,3.24834712182097e-24,134550,118823.833318779,3.218429844829e-18
"150","那覇","大阪","ANA",145413,130,34200,1,0,16.142931,2,0,478.016431924883,5387.23474178404,990790,1304,478.016431924883,426,14344,71.4,0.146764702913836,46,25,"那覇","大阪","ANA",17100,20957.37546687,21918.7756869212,426,333.872776265114,314.635348964748,0.146764702913836,0.115011278559687,0.108384439633901,145413,113952.024684153,107386.218944872
"151","那覇","関西","JAL",226618,130,34200,4,635,39.38936,2,0,226.713120326309,2932.16519374575,990790,1261,226.713120326309,1471,13871,68,0.228724553134368,46,25,"那覇","関西","JAL",17100,19525.471732193,19229.2523978129,1471,1776.83186104548,2450.24137323598,0.228724553134368,0.276471446975362,0.381252606253278,226618,273925.144948719,377741.269749685
"152","那覇","関西","ANA",240932,130,34200,4,435,39.38936,2,0,245.92912371134,3872.01159793814,990790,1261,245.92912371134,1552,13871,63.1,0.243171610533009,46,25,"那覇","関西","ANA",17100,20453.7306915292,21226.3637468456,1552,1417.08600985894,1413.96758232118,0.243171610533009,0.22194937041795,0.221460950502797,240932,219905.2167164,219421.295148666
"153","那覇","神戸","ANA",152136,125,34200,3,140,30.259194,2,0,243.256585365854,1233.44780487805,990790,1308,243.256585365854,1025,14388,61,0.153550197317292,46,25,"那覇","神戸","ANA",17100,20993.2695090042,21981.1534816109,1025,794.772102697983,742.997527168295,0.153550197317292,0.119029727980979,0.111275664117,152136,117933.464186274,110250.815250482
"154","那覇","神戸","JTA",91141,125,34200,3,600,30.259194,2,0,204.206477732794,2587.68286099865,990790,1308,204.206477732794,741,14388,60.2,0.0919882114272449,46,25,"那覇","神戸","JTA",17100,18589.8745626009,18743.7314299668,741,1189.68177303546,1431.60423652605,0.0919882114272449,0.147609802426018,0.177626339493026,91141,146250.316145675,175990.400906295
"155","那覇","福岡","JAL",210209,100,27500,5,150,5.6347,4,0,192.146608315098,1514.38730853392,655691,1008,192.146608315098,1828,11088,59.8,0.320591559133799,46,37,"那覇","福岡","JAL",13750,16723.1189939495,16942.22798439,1828,2141.59296607225,2105.97239219075,0.320591559133799,0.375293995561488,0.369051825500246,210209,246076.895243708,241983.960514082
"156","那覇","福岡","ANA",371051,100,27500,8,685,5.6347,4,0,207.701271914747,2095.67720866277,655691,1008,207.701271914747,2909,11088,61.4,0.565893080734675,46,37,"那覇","福岡","ANA",13750,17875.7888170146,18046.6437461494,2909,2402.62083108045,2397.42383185196,0.565893080734675,0.467297591643298,0.466286801596099,371051,306402.825162186,305740.059225348
"157","那覇","福岡","JTA",27577,100,27500,1,615,5.6347,4,0,145.313351498638,953.659400544959,655691,1008,145.313351498638,367,11088,51.7,0.042057920575393,46,37,"那覇","福岡","JTA",13750,14994.4872198451,15010.062449002,367,725.116338177014,758.370613976801,0.042057920575393,0.0830815385814637,0.0868917084154583,27577,54475.8171140185,56974.1111826402
"158","那覇","福岡","SKY",46854,100,19800,2,470,5.6347,4,0,177,0,655691,1008,177,591,5544,44.8,0.0714574395561324,46,37,"那覇","福岡","SKY",9900,9413.21249024231,9427.338306006,591,614.60177663549,643.069878404079,0.0714574395561324,0.0743268742137497,0.0777696644881962,46854,48735.4624800878,50992.8690779299
