"","i","j","空港i","空港j","航空会社","旅客数","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","エアライン参入数","鉄道ダミー","OD","utility","sumexputility","fittedprob","observedprob","DIS","Seat","Freq","MC","LF"
"1",18,25,"東京","大阪","JAL",1262583,73.33333333,24600,23,870,17.719066,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.0502152072355735,514,375.392092257002,5463,5140,61.6
"2",18,25,"東京","大阪","ANA",1324401,73.33333333,24600,20,760,17.719066,3,0,25143439,1.21761236260323,52.403105382581,0.0644830106924002,0.0526738207927722,514,423.075745682889,5096,5140,61.4
"3",18,25,"東京","関西","JAL",249460,73.33333333,24600,23,870,17.719066,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.00992147494223046,678,164.115300306883,2281,6780,66.6
"4",18,25,"東京","関西","ANA",242305,73.33333333,24600,20,760,17.719066,3,0,25143439,1.21761236260323,52.403105382581,0.0644830106924002,0.00963690766406298,678,227.097093382808,1617,6780,66
"5",18,25,"東京","関西","SFJ",150657,73.33333333,20700,4,490,17.719066,3,0,25143439,1.483446375455,52.403105382581,0.0841192808616372,0.00599190110787948,678,144,1455,6780,71.9
"6",18,25,"成田","大阪","JAL",105150,73.33333333,24600,23,870,63.540196,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.00418200549256607,589,205.290809327846,729,5890,70.3
"7",18,25,"成田","大阪","ANA",87751,73.33333333,24600,20,760,63.540196,3,0,25143439,1.21761236260323,52.403105382581,0.0644830106924002,0.00349001582480424,589,212.053375196232,637,5890,65
"8",18,25,"東京","南紀白浜","JAL",66373,73.33333333,24600,23,870,17.719066,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.00263977413749965,634,157.699570815451,932,6340,45.2
"9",18,25,"東京","神戸","JAL",120191,73.33333333,24600,23,870,17.719066,3,0,25143439,1.7967282518684,52.403105382581,0.115067357956138,0.00478021323972429,695,229.603851444292,727,6950,72
"10",18,25,"東京","神戸","ANA",114621,73.33333333,24600,20,760,17.719066,3,0,25143439,1.21761236260323,52.403105382581,0.0644830106924002,0.00455868427544856,695,249.665441176471,816,6950,56.3
"11",18,25,"東京","神戸","SKY",258947,70,11400,6,690,17.719066,3,0,25143439,1.46358373145632,52.403105382581,0.0824649337757643,0.0102987900740229,695,177,1895,6950,77.2
"12",18,25,"東京","新大阪","JR",21161000,150,14450,1,780,6.872543,0,1,25143439,-4.86643317483308,52.403105382581,0.000146952812307356,0.841611205213416,NA,NA,NA,NA,NA
"13",18,37,"東京","福岡","JAL",1526552,110,36700,21,785,17.719066,3,0,5587903,2.05292517810762,58.5111495121666,0.13314824493484,0.273188707821163,1041,386.851157987904,6779,10410,58.2
"14",18,37,"東京","福岡","ANA",1605033,110,36700,20,805,17.719066,3,0,5587903,2.27830094048915,58.5111495121666,0.166807239863789,0.287233511390588,1041,416.227159338946,6414,10410,60.1
"15",18,37,"東京","福岡","SKY",589790,110,21700,10,760,17.719066,3,0,5587903,1.67781920331905,58.5111495121666,0.0915016638502396,0.10554764461731,1041,198.6640044065,3631,10410,81.8
"16",18,37,"成田","福岡","JAL",68401,110,36700,21,785,63.540196,3,0,5587903,2.05292517810762,58.5111495121666,0.13314824493484,0.012240906830344,1107,147.222363405337,787,11070,59
"17",18,37,"成田","福岡","ANA",49204,110,36700,20,805,63.540196,3,0,5587903,2.27830094048915,58.5111495121666,0.166807239863789,0.00880544991564814,1107,122.860082304527,729,11070,54.9
"18",18,37,"東京","北九州","JAL",128677,110,36700,21,785,17.719066,3,0,5587903,2.05292517810762,58.5111495121666,0.13314824493484,0.0230277798308238,958,164.131958762887,1455,9580,53.9
"19",18,37,"東京","北九州","SFJ",382047,100,29600,11,705,17.719066,2,0,5587903,-0.683825976800952,58.5111495121666,0.00862540549867804,0.068370370781311,958,144,3778,9580,70.2
"20",18,37,"東京","佐賀","ANA",127199,110,36700,20,805,17.719066,3,0,5587903,2.27830094048915,58.5111495121666,0.166807239863789,0.0227632798922959,1130,134.094579646018,1808,11300,52.5
"21",18,37,"東京","博多","JR",1111000,300,22950,1,480,6.872543,0,1,5587903,-7.87815079050207,58.5111495121666,6.47625519580634e-06,0.198822348920516,NA,NA,NA,NA,NA
"22",25,18,"大阪","東京","JAL",1315634,73.33333333,24600,23,755,13.113114,3,0,25233819,0.954827863783913,63.8080910801198,0.040719339069936,0.0521377283398918,514,375.231966312706,5462,5140,64.2
"23",25,18,"大阪","東京","ANA",1347162,73.33333333,24600,20,780,13.113114,3,0,25233819,1.36402982140053,63.8080910801198,0.0613076786548714,0.0533871626803695,514,423.17658613239,5091,5140,62.5
"24",25,18,"関西","東京","JAL",243321,73.33333333,24600,23,755,36.359543,3,0,25233819,0.954827863783913,63.8080910801198,0.040719339069936,0.00964265456608054,678,164.617543859649,2280,6780,64.8
"25",25,18,"関西","東京","ANA",230813,73.33333333,24600,20,780,36.359543,3,0,25233819,1.36402982140053,63.8080910801198,0.0613076786548714,0.00914697057944341,678,189.869700103413,1934,6780,62.9
"26",25,18,"関西","東京","SFJ",158283,73.33333333,20700,4,755,36.359543,3,0,25233819,3.42347770451925,63.8080910801198,0.480752690902318,0.00627265337838874,678,144,1456,6780,75.5
"27",25,18,"大阪","成田","JAL",108098,73.33333333,24600,23,755,13.113114,3,0,25233819,0.954827863783913,63.8080910801198,0.040719339069936,0.0042838541403503,589,204.598901098901,728,5890,72.6
"28",25,18,"大阪","成田","ANA",88647,73.33333333,24600,20,780,13.113114,3,0,25233819,1.36402982140053,63.8080910801198,0.0613076786548714,0.00351302353401203,589,212.138147566719,637,5890,65.6
"29",25,18,"南紀白浜","東京","JAL",67727,73.33333333,24600,23,755,114.540201,3,0,25233819,0.954827863783913,63.8080910801198,0.040719339069936,0.00268397740349964,634,157.353448275862,928,6340,46.4
"30",25,18,"神戸","東京","JAL",111429,73.33333333,24600,23,755,27.229377,3,0,25233819,0.954827863783913,63.8080910801198,0.040719339069936,0.00441585952566276,695,229.692837465565,726,6950,66.8
"31",25,18,"神戸","東京","ANA",122651,73.33333333,24600,20,780,27.229377,3,0,25233819,1.36402982140053,63.8080910801198,0.0613076786548714,0.00486058016029995,695,250.607579462103,818,6950,59.8
"32",25,18,"神戸","東京","SKY",276054,70,11400,6,695,27.229377,3,0,25233819,1.50018809615565,63.8080910801198,0.0702502153289776,0.0109398422807107,695,177,1897,6950,82.2
"33",25,18,"新大阪","東京","JR",21164000,150,14450,1,780,5.17576,0,1,25233819,-4.52569385383227,63.8080910801198,0.00016968379953884,0.838715693411291,NA,NA,NA,NA,NA
"34",25,37,"大阪","福岡","JAL",84243,70,21900,5,630,13.113114,3,0,3043971,2.29433226309892,27.8298998913549,0.356372511251574,0.0276753622160001,578,151.269461077844,835,5780,66.7
"35",25,37,"大阪","福岡","ANA",286928,70,21900,11,615,13.113114,3,0,3043971,0.908539539035666,27.8298998913549,0.0891378314388563,0.094261081987969,578,156.136557059961,2585,5780,71.1
"36",25,37,"大阪","福岡","JAC",37593,70,21900,2,30,13.113114,3,0,3043971,-0.615336031683253,27.8298998913549,0.0194200933337727,0.0123499862515116,578,74,710,5780,71.6
"37",25,37,"関西","福岡","JAL",36040,70,21900,5,630,36.359543,3,0,3043971,2.29433226309892,27.8298998913549,0.356372511251574,0.0118397974225116,553,64.7445652173913,920,5530,60.5
"38",25,37,"関西","福岡","ANA",62171,70,21900,11,615,36.359543,3,0,3043971,0.908539539035666,27.8298998913549,0.0891378314388563,0.0204243075903154,553,78.4483798040693,1327,5530,59.7
"39",25,37,"大阪","佐賀","ANA",20996,70,21900,11,615,13.113114,3,0,3043971,0.908539539035666,27.8298998913549,0.0891378314388563,0.00689756899786496,660,74,721,6600,39.4
"40",25,37,"新大阪","博多","JR",2516000,150,15310,1,780,5.17576,0,1,3043971,-4.44584117316335,27.8298998913549,0.000421389846509589,0.826551895533827,NA,NA,NA,NA,NA
"41",37,18,"福岡","東京","JAL",1546302,110,36700,21,680,2.604883,3,0,5649674,1.28423351942178,30.3239603344916,0.119110380244335,0.273697562018623,1041,386.968422605873,6777,10410,59
"42",37,18,"福岡","東京","ANA",1639873,110,36700,20,690,2.604883,3,0,5649674,1.43640055240466,30.3239603344916,0.13868673175068,0.290259756580645,1041,415.274372172828,6411,10410,61.6
"43",37,18,"福岡","東京","SKY",601398,110,21700,10,685,2.604883,3,0,5649674,1.12875373282917,30.3239603344916,0.10195900713536,0.106448265864544,1041,198.681918412348,3628,10410,83.4
"44",37,18,"福岡","成田","JAL",73111,110,36700,21,680,2.604883,3,0,5649674,1.28423351942178,30.3239603344916,0.119110380244335,0.0129407466696309,1107,147.213924050633,790,11070,62.9
"45",37,18,"福岡","成田","ANA",52552,110,36700,20,690,2.604883,3,0,5649674,1.43640055240466,30.3239603344916,0.13868673175068,0.009301775642276,1107,122.790410958904,730,11070,58.6
"46",37,18,"北九州","東京","JAL",123165,110,36700,21,680,63.014326,3,0,5649674,1.28423351942178,30.3239603344916,0.119110380244335,0.0218003729064721,958,164.141678129298,1454,9580,51.6
"47",37,18,"北九州","東京","SFJ",372587,100,29600,11,980,63.014326,2,0,5649674,1.32941408166196,30.3239603344916,0.124615274921818,0.0659484069346302,958,144,3777,9580,68.5
"48",37,18,"佐賀","東京","ANA",128686,110,36700,20,690,51.728749,3,0,5649674,1.43640055240466,30.3239603344916,0.13868673175068,0.0227775974330554,1130,164.929155313351,1468,11300,53.2
"49",37,18,"博多","東京","JR",1112000,300,22950,1,480,1.832527,0,1,5649674,-6.86604044423315,30.3239603344916,3.43819577780779e-05,0.196825515950124,NA,NA,NA,NA,NA
"50",37,25,"福岡","大阪","JAL",76702,70,21900,5,725,2.604883,3,0,3048172,2.98981519238611,67.5963478510347,0.294128432048033,0.0251632781877138,578,151.63995215311,836,5780,60.5
"51",37,25,"福岡","大阪","ANA",286273,70,21900,11,675,2.604883,3,0,3048172,1.34779191542757,67.5963478510347,0.0569397242312865,0.0939162881884618,578,156.281673769857,2581,5780,71
"52",37,25,"福岡","大阪","JAC",38401,70,21900,2,495,2.604883,3,0,3048172,2.78886988535403,67.5963478510347,0.240584458963801,0.0125980423676879,578,74,703,5780,73.8
"53",37,25,"福岡","関西","JAL",37797,70,21900,5,725,2.604883,3,0,3048172,2.98981519238611,67.5963478510347,0.294128432048033,0.0123998908198094,553,64.7978260869565,920,5530,63.4
"54",37,25,"福岡","関西","ANA",68597,70,21900,11,675,2.604883,3,0,3048172,1.34779191542757,67.5963478510347,0.0569397242312865,0.022504307499708,553,78.5941265060241,1328,5530,65.7
"55",37,25,"佐賀","大阪","ANA",23402,70,21900,11,675,51.728749,3,0,3048172,1.34779191542757,67.5963478510347,0.0569397242312865,0.00767738828386325,660,74,717,6600,44.1
"56",37,25,"博多","新大阪","JR",2517000,150,15310,1,780,1.832527,0,1,3048172,-3.77447014789524,67.5963478510347,0.000339504246272925,0.825740804652756,NA,NA,NA,NA,NA
